Symbol,Name,MarketCap_Cr,BSECode,Segment,Exchange,Platform
RAGHUSYN,Raghuvir Synthetics Ltd,344.88,514316,micro,BSE,BSE Main Board+BSE SME
ANNU,Annu Projects Limited,345.34,544893,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KALYANIFRG,Kalyani Forge Limited,345.37,513509,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SUPERSHAKT,Supershakti Metaliks Ltd,345.64,541701,micro,BSE,BSE Main Board+BSE SME
OILCOUNTUB,Oil Country Tubular Limited,346.41,500313,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INSPIRISYS,Inspirisys Solutions Limited,346.53,532774,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EVEXIA,Evexia Lifecare Ltd,347.31,524444,micro,BSE,BSE Main Board+BSE SME
THOMASCOTT,Thomas Scott (India) Limited,347.32,533941,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ZODIAC,Zodiac Energy Limited,351.16,543416,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HCL-INSYS,HCL Infosystems Limited,353.24,500179,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GINNIFILA,Ginni Filaments Limited,353.82,590025,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TOLINS,Tolins Tyres Limited,354.08,544254,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SUPER,Super Sales India Ltd,354.91,512527,micro,BSE,BSE Main Board+BSE SME
EMAMIREAL,Emami Realty Limited,355.13,533218,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GOACARBON,Goa Carbon Limited,355.79,509567,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ABMKNO,ABM Knowledgeware Limited,356.04,531161,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MSECL,Monarch Surveyors and Engineering Consultants Ltd,356.73,544453,micro,BSE,BSE Main Board+BSE SME
SHANKARA,Shankara Building Products Limited,357.19,540425,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VGL,VARVEE GLOBAL LIMITED,357.61,514274,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CSML,Complete Sports and Management India Ltd,357.64,544900,micro,BSE,BSE Main Board+BSE SME
KOTYARK,Kotyark Industries Limited,357.87,544726,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HALDER,Halder Venture Limited,359.46,539854,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NISUS,Nisus Finance Services Co Ltd,360.08,544296,micro,BSE,BSE Main Board+BSE SME
KESORAMIND,Kesoram Industries Limited,360.65,502937,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
QUINT,Quint Digital Limited,361.24,539515,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ORIENTPPR,Orient Paper & Industries Limited,361.78,502420,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASTONEALAB,Astonea Labs Ltd,362.1,544409,micro,BSE,BSE Main Board+BSE SME
SURAJLTD,Suraj Limited,362.78,531638,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,362.96,520151,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIZEMASTER,Sizemasters Technology Ltd,364.25,513496,micro,BSE,BSE Main Board+BSE SME
RRECL,RDB Real Estate Constructions Limited,364.37,544346,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AVONMORE,Avonmore Capital & Management Services Limited,364.58,511589,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BELLACASA,Bella Casa Fashion & Retail Limited,365.28,539399,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FLUIDOM,Fluidomat Ltd,365.31,522017,micro,BSE,BSE Main Board+BSE SME
RUBFILA,Rubfila International Limited,366.96,500367,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STARLENT,Starlineps Enterprises Ltd,368.04,540492,micro,BSE,BSE Main Board+BSE SME
LEHAR,Lehar Footwears Ltd,368.96,532829,micro,BSE,BSE Main Board+BSE SME
PSPLATINA,Property Share Investment Trust - Propshare Platina,369.71,544295,micro,BSE,BSE SME
PURPLEWAVE,Purple Wave Infocom Ltd,370.76,544627,micro,BSE,BSE Main Board+BSE SME
UYFINCORP,U. Y. Fincorp Limited,370.96,530579,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NAPEROL,Naperol Investments Ltd,371.0,500298,micro,BSE,BSE Main Board+BSE SME
HERCULES,Hercules Investments Ltd,371.68,505720,micro,BSE,BSE Main Board+BSE SME
NIMBSPROJ,Nimbus Projects Limited,371.89,511714,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PAKKA,PAKKA LIMITED,372.0,516030,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CTL,Capital Trade Links Ltd,372.25,538476,micro,BSE,BSE Main Board+BSE SME
ANDHRAPET,Andhra Petrochemicals Ltd,373.2,500012,micro,BSE,BSE Main Board+BSE SME
AFIL,Akme Fintrade (India) Limited,373.41,544200,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRUECOLORS,True Colors Ltd,373.52,544531,micro,BSE,BSE Main Board+BSE SME
LIBERTSHOE,Liberty Shoes Limited,374.79,526596,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RADIANTCMS,Radiant Cash Management Services Limited,375.72,543732,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MENNPIS,Menon Pistons Limited,376.43,531727,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MUTHOOTCAP,Muthoot Capital Services Limited,376.65,511766,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MARKOLINES,Markolines Pavement Technologies Limited,377.24,543364,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SERA,Sera Investments & Finance India Ltd,379.07,512399,micro,BSE,BSE Main Board+BSE SME
MKVENTURES,Mkventures Capital Ltd,379.71,514238,micro,BSE,BSE Main Board+BSE SME
AUTOIND,Autoline Industries Limited,382.02,532797,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMMFORCE,Emmforce Autotech Ltd,382.52,544166,micro,BSE,BSE Main Board+BSE SME
KOTHARIPRO,Kothari Products Limited,382.66,530299,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CPL,Captain Polyplast Limited,383.34,536974,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NICCOPAR,Nicco Parks & Resorts Limited,383.76,526721,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BIRLAPREC,Birla Precision Technologies Limited,384.82,522105,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NIKHILAD,Nikhil Adhesives Ltd,385.14,526159,micro,BSE,BSE Main Board+BSE SME
DIGISPICE,DiGiSPICE Technologies Limited,386.03,517214,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SATTRIX,Sattrix Information Security Ltd,386.92,544189,micro,BSE,BSE Main Board+BSE SME
VPAL,Vegorama Punjabi Angithi Ltd,388.2,544765,micro,BSE,BSE Main Board+BSE SME
GVKPIL,GVK Power & Infrastructure Limited,388.49,532708,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BANSWRAS,Banswara Syntex Limited,389.05,503722,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MAJESAUT,Majestic Auto Limited,389.28,500267,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JKIPL,Jinkushal Industries Limited,392.11,544547,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BIRLACOT,Birla Cotsyn (India) Ltd,392.54,533006,micro,BSE,BSE Main Board+BSE SME
GOKUL,Gokul Refoils and Solvent Limited,393.01,532980,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
REGENCY,Regency Fincorp Ltd,394.72,540175,micro,BSE,BSE Main Board+BSE SME
ACL,Andhra Cements Limited,395.79,532141,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRISHAKT,Trishakti Industries Ltd,396.26,531279,micro,BSE,BSE Main Board+BSE SME
XTGLOBAL,Xtglobal Infotech Limited,397.01,531225,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MONEYBOXX,Moneyboxx Finance Limited,399.52,538446,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FOODSIN,Foods & Inns Limited,399.94,507552,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VINYLINDIA,Vinyl Chemicals (India) Limited,400.48,524129,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NDL,Nandan Denim Limited,400.73,532641,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MIRZAINT,Mirza International Limited,402.03,526642,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAHYADRI,Sahyadri Industries Limited,402.06,532841,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RECODE,Recode Studios Ltd,402.36,544755,micro,BSE,BSE Main Board+BSE SME
MANORG,Mangalam Organics Limited,402.53,514418,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MANOMAY,Manomay Tex India Limited,403.39,540396,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHILINDORE,Sayaji Hotels (Indore) Ltd,403.52,544080,micro,BSE,BSE Main Board+BSE SME
BATLIBOI,Batliboi Limited,403.79,522004,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BALGOPAL,Balgopal Commercial Ltd,403.93,539834,micro,BSE,BSE Main Board+BSE SME
LORDSCHLO,Lords Chloro Alkali Limited,404.02,500284,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MSCTC,Mardia Samyoung Capillary Tubes Company Ltd,405.04,513544,micro,BSE,BSE Main Board+BSE SME
SBGLP,Suratwwala Business Group Limited,406.31,543218,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMAXAUTO,Omax Autos Limited,407.23,520021,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SPEEDEX,Maharaja & Speedex India Ltd,407.65,544925,micro,BSE,BSE Main Board+BSE SME
AZADIND,Azad India Mobility Limited,408.92,504731,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMROCK,Emrock Corporation Ltd,410.53,531676,micro,BSE,BSE Main Board+BSE SME
AEPL,Artemis Electricals and Projects Limited,411.2,542670,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KALIND,Kalind Ltd,411.38,526935,micro,BSE,BSE Main Board+BSE SME
S&SPOWER,S&S Power Switchgears Limited,411.84,517273,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HPBL,HCP Plastene Bulkpack Ltd,411.94,526717,micro,BSE,BSE Main Board+BSE SME
IGCL,Indogulf Cropsciences Limited,411.97,544432,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
POOJAENT,Vashu Bhagnani Industries Ltd,412.5,532011,micro,BSE,BSE Main Board+BSE SME
MANAKSIA,Manaksia Limited,414.44,532932,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SEALMATIC,Sealmatic India Ltd,414.8,543782,micro,BSE,BSE Main Board+BSE SME
MODMA,Modern Malleables Ltd,415.88,517336,micro,BSE,BSE Main Board+BSE SME
EBIX,EBIX Limited,416.59,531035,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRIORITY,Priority Jewels Limited,419.04,544899,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NAHARCAP,Nahar Capital and Financial Services Limited,419.07,532952,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NDLVENTURE,NDL Ventures Limited,420.39,500189,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
POEL,POCL Enterprises Limited,421.19,539195,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VERITAS,Veritas (India) Ltd,421.32,512229,micro,BSE,BSE Main Board+BSE SME
ALUFLUOR,Alufluoride Limited,422.66,524634,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PURPLEFIN,Purple Finance Ltd,422.88,544191,micro,BSE,BSE Main Board+BSE SME
VPRPL,Vishnu Prakash R Punglia Limited,423.17,543974,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FORBESCO,Forbes & Company Ltd,423.66,502865,micro,BSE,BSE Main Board+BSE SME
CYBERTECH,Cybertech Systems And Software Limited,423.66,532173,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
REPRO,Repro India Limited,423.69,532687,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ATVOENT,Atvo Enterprises Ltd,423.77,532090,micro,BSE,BSE Main Board+BSE SME
PESB,Pune E - Stock Broking Ltd,423.77,544141,micro,BSE,BSE Main Board+BSE SME
WSI,W S Industries (I) Limited,424.1,504220,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VRAJ,Vraj Iron and Steel Limited,424.82,544204,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KRITINUT,Kriti Nutrients Limited,426.38,533210,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MEDICAMEQ,Medicamen Biotech Limited,426.41,531146,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,427.04,590104,micro,BSE,BSE Main Board+BSE SME
SINCLAIR,Sinclairs Hotels Limited,428.94,523023,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BPAGRI,Blue Pearl Agriventures Ltd,430.23,514440,micro,BSE,BSE Main Board+BSE SME
DONEAR,Donear Industries Limited,431.5,512519,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMAPHO,Rama Phosphates Limited,431.57,524037,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DENORA,De Nora India Limited,432.26,590031,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EUROBOND,Euro Panel Products Limited,433.16,544461,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JENBURPH,Jenburkt Pharmaceuticals Limited,435.64,524731,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BMWVENTLTD,BMW Ventures Limited,436.18,544543,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AARTISURF,Aarti Surfactants Limited,436.42,543210,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NILE,Nile Limited,438.29,530129,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MAHALIFE,Mahamaya Lifesciences Ltd,438.38,544611,micro,BSE,BSE Main Board+BSE SME
LANCER,Lancer Container Lines Limited,439.45,539841,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TLL,Trident Lifeline Ltd,439.85,543616,micro,BSE,BSE Main Board+BSE SME
DEVSON,Devson Catalyst Ltd,441.61,544823,micro,BSE,BSE Main Board+BSE SME
BRGIL,B.R.Goyal Infrastructure Ltd,443.14,544335,micro,BSE,BSE Main Board+BSE SME
INDOTHAI,Indo Thai Securities Limited,443.42,533676,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HLVLTD,HLV LIMITED,443.68,500193,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,443.7,523269,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HALEOSLABS,HALEOS LABS LIMITED,443.76,540679,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GUJAPOLLO,Gujarat Apollo Industries Limited,444.61,522217,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ELIN,Elin Electronics Limited,446.14,543725,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DCI,Dc Infotech And Communication Limited,446.9,543636,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MEEIND,Meenakshi India Ltd,448.43,544831,micro,BSE,BSE Main Board+BSE SME
ASAHISONG,Asahi Songwon Colors Limited,448.51,532853,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JDCABLES,JD Cables Ltd,448.65,544524,micro,BSE,BSE Main Board+BSE SME
UCIL,Unifinz Capital India Ltd,448.88,541358,micro,BSE,BSE Main Board+BSE SME
RAJSEC,Rajasthan Securities Ltd,448.94,526873,micro,BSE,BSE Main Board+BSE SME
CHANDRIMA,Chandrima Mercantiles Ltd,450.11,540829,micro,BSE,BSE Main Board+BSE SME
VISHAL,Vishal Fabrics Limited,450.65,538598,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RKSWAMY,R K Swamy Limited,451.52,544136,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DISHTV,Dish TV India Limited,452.95,532839,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MARBLE,Marble City India Ltd,453.92,531281,micro,BSE,BSE Main Board+BSE SME
SARVESHWAR,Sarveshwar Foods Limited,454.47,543688,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PREVEST,Prevest Denpro Ltd,454.91,543363,micro,BSE,BSE Main Board+BSE SME
UNIDT,United Drilling Tools Limited,456.52,522014,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FILTRON,Filtron Engineers Ltd,457.32,531191,micro,BSE,BSE Main Board+BSE SME
SHIVACEM,Shiva Cement Limited,457.55,532323,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BEMHY,Bemco Hydraulics Ltd,458.99,522650,micro,BSE,BSE Main Board+BSE SME
CORDSCABLE,Cords Cable Industries Limited,459.32,532941,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMERALL,Emerald Leisures Ltd,459.57,507265,micro,BSE,BSE Main Board+BSE SME
MOMSBELIEF,Rays of Belief Limited,459.84,544906,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SRAMSET,Shriram Asset Management Company Ltd,460.31,531359,micro,BSE,BSE Main Board+BSE SME
ABCOTS,A B Cotspin India Limited,461.35,544522,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BRAHMINFRA,Brahmaputra Infrastructure Limited,463.28,535693,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OSWALAGRO,Oswal Agro Mills Limited,464.05,500317,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VTMLTD,VTM Limited,467.04,532893,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NWIL,Nurture Well Industries Ltd,468.01,531889,micro,BSE,BSE Main Board+BSE SME
VISACHROME,VISA Chrome Limited,472.36,532721,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SINGERIND,Singer India Limited,472.68,505729,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMANEWS,Shree Rama Newsprint Limited,473.55,500356,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SCHAND,S Chand And Company Limited,476.17,540497,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUSHIL,Rushil Decor Limited,476.22,533470,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PPARIVAH,Paradeep Parivahan Ltd,476.51,544383,micro,BSE,BSE Main Board+BSE SME
MUFTI,Credo Brands Marketing Limited,476.66,544058,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
URJA,Urja Global Limited,477.11,526987,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ZEEMEDIA,Zee Media Corporation Limited,478.46,532794,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AQYLON,Aqylon Nexus Limited,478.54,530943,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NILASPACES,Nila Spaces Limited,478.58,542231,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MODINATUR,Modi Naturals Limited,478.7,519003,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALBERTDAVD,Albert David Limited,479.4,524075,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ENIL,Entertainment Network (India) Limited,480.28,532700,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,480.48,507794,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MANCREDIT,Mangal Credit and Fincorp Limited,481.19,505850,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHARDUL,Shardul Securities Limited,481.21,512393,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIGMA,Sigma Solve Limited,481.6,543917,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BBTCL,B&B Triplewall Containers Limited,481.71,543668,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INTLCONV,International Conveyors Limited,481.87,509709,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PSTITANIA,Propshare Titania SM REIT - IPO (Second scheme of the Property Share Investment Trust),481.9,544462,micro,BSE,BSE SME
SILINV,SIL Investments Limited,482.91,521194,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ACSTECH,ACS Technologies Limited,483.07,530745,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SENSEXIETF,ICICI Prudential BSE Sensex ETF,483.16,555555,micro,BSE,BSE Main Board+BSE SME
PLASTIBLEN,Plastiblends India Limited,484.31,523648,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MCLEODRUSS,Mcleod Russel India Limited,488.54,532654,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TRANSCHEM,Transchem Ltd,489.6,500422,micro,BSE,BSE Main Board+BSE SME
MAWANASUG,Mawana Sugars Limited,490.72,523371,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PAJSON,Pajson Agro India Ltd,493.33,544657,micro,BSE,BSE Main Board+BSE SME
GOODRICKE,Goodricke Group Ltd,497.23,500166,micro,BSE,BSE Main Board+BSE SME
THEINVEST,The Investment Trust Of India Limited,498.65,530023,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VIPULORG,Vipul Organics Ltd,499.42,530627,micro,BSE,BSE Main Board+BSE SME
MANIKA,Manika Plastech Limited,501.0,544929,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KAYA,Kaya Limited,501.19,539276,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PARMESHWAR,Parmeshwar Metal Ltd,502.04,544330,small_micro,BSE,BSE Main Board+BSE SME
HRS,HRS Aluglaze Ltd,502.3,544656,small_micro,BSE,BSE Main Board+BSE SME
CSLFINANCE,CSL Finance Limited,502.36,530067,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARYACAPM,Aryaman Capital Markets Ltd,502.62,538716,small_micro,BSE,BSE Main Board+BSE SME
IRIS,IRIS RegTech Solutions Limited,504.64,540735,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PTL,PTL Enterprises Limited,505.02,509220,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MINDTECK,Mindteck (India) Limited,506.0,517344,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TPLPLASTEH,TPL Plastech Limited,508.19,526582,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DIGILOGIC,Digilogic Systems Ltd,510.7,544684,small_micro,BSE,BSE Main Board+BSE SME
SUKHJITS,Sukhjit Starch & Chemicals Limited,511.15,524542,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MUNJALSHOW,Munjal Showa Limited,512.54,520043,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OSWALGREEN,Oswal Greentech Limited,512.85,539290,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SOTEFIN,Sotefin Bharat Ltd,514.66,544832,small_micro,BSE,BSE Main Board+BSE SME
CLN,CLN Energy Ltd,516.0,544347,small_micro,BSE,BSE Main Board+BSE SME
MAZDA,Mazda Limited,516.34,523792,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
UDAYJEW,Uday Jewellery Industries Limited,516.41,539518,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CHEMFAB,Chemfab Alkalis Limited,517.53,541269,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KDGREEN,KD Green Industries Limited,521.05,512595,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MGEL,Mangalam Global Enterprise Limited,522.35,544273,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIMPLEXCAS,Simplex Castings Ltd,524.14,513472,small_micro,BSE,BSE Main Board+BSE SME
BCCFUBA,BCC Fuba India Ltd,526.33,517246,small_micro,BSE,BSE Main Board+BSE SME
3IINFOLTD,3i Infotech Limited,527.84,532628,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WORKMATES,Workmates Core2Cloud Solution Ltd,531.29,544610,small_micro,BSE,BSE Main Board+BSE SME
PRIMO,Primo Chemicals Limited,532.19,506852,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HITECHCORP,Hitech Corporation Limited,534.51,526217,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LAKSHMIMIL,Lakshmi Mills Company Limited,537.8,502958,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PENINLAND,Peninsula Land Limited,538.06,503031,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GLOTTIS,Glottis Limited,539.82,544557,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DHABRIYA,Dhabriya Polywood Limited,540.62,538715,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LINC,Linc Limited,541.23,531241,small_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COSPOWER,Cospower Engineering Ltd,542.63,543172,small_micro,BSE,BSE Main Board+BSE SME
