Symbol,Name,MarketCap_Cr,BSECode,Segment,Exchange,Platform
EXPLEOSOL,Expleo Solutions Limited,1366.9,533121,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAJESH,Rajesh Power Services Ltd,1367.93,544291,extended_micro,BSE,BSE Main Board+BSE SME
INVPRECQ,Investment & Precision Castings Limited,1370.1,504786,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AVTNPL,AVT Natural Products Limited,1373.14,519105,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PNBGILTS,PNB Gilts Limited,1383.92,532366,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHREEREF,Shree Refrigerations Ltd,1385.32,544458,extended_micro,BSE,BSE Main Board+BSE SME
AEROENTER,Aeroflex Enterprises Limited,1386.26,511076,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FRONTSP,Frontier Springs Limited,1386.91,522195,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SOBME,Sobhagya Mercantile Ltd,1388.47,512014,extended_micro,BSE,BSE Main Board+BSE SME
IZMO,IZMO Limited,1392.42,532341,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMBHAJO,Advit Jewels Limited,1392.62,544803,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FERMENTA,Fermenta Biotech Limited,1395.91,506414,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BIL,Bhartiya International Limited,1400.05,526666,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AHCL,Anlon Healthcare Limited,1403.2,544497,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BENARAS,Benares Hotels Limited,1403.72,509438,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MBECL,Mcnally Bharat Engineering Company Limited,1405.13,532629,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PPEL,Poojaa Precision Engg. Ltd,1418.98,544844,extended_micro,BSE,BSE Main Board+BSE SME
SPMLINFRA,SPML Infra Limited,1425.38,500402,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IFGLEXPOR,IFGL Refractories Limited,1427.16,540774,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STEELXIND,STEEL EXCHANGE INDIA LIMITED,1434.96,534748,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BELDING,Belding India Ltd,1436.95,513307,extended_micro,BSE,BSE Main Board+BSE SME
MANAKCOAT,Manaksia Coated Metals & Industries Limited,1440.09,539046,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PANORAMA,Panorama Studios International Limited,1442.59,539469,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIGNPOST,Signpost India Limited,1442.62,544117,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GKSL,Gujarat Kidney And Super Speciality Limited,1444.01,544666,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SPICEJET,Spicejet Ltd,1445.22,500285,extended_micro,BSE,BSE Main Board+BSE SME
ANDHRAPAP,ANDHRA PAPER LIMITED,1447.43,502330,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GTLINFRA,GTL Infrastructure Limited,1447.64,532775,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AMRUTANJAN,Amrutanjan Health Care Limited,1448.23,590006,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VIKRAN,Vikran Engineering Limited,1450.23,544496,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TEXINFRA,Texmaco Infrastructure & Holdings Limited,1453.3,505400,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MBEL,M & B Engineering Limited,1454.17,544470,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BHAGYANGR,Bhagyanagar India Limited,1460.61,512296,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CLSEL,Chaman Lal Setia Exports Limited,1461.68,530307,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AVADHSUGAR,Avadh Sugar & Energy Limited,1467.75,540649,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KPGEL,KP Green Engineering Ltd,1468.0,544150,extended_micro,BSE,BSE Main Board+BSE SME
5PAISA,5Paisa Capital Limited,1469.76,540776,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HINDWAREAP,Hindware Home Innovation Limited,1472.18,542905,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MCLOUD,Magellanic Cloud Limited,1472.67,538891,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INFOBEAN,InfoBeans Technologies Limited,1474.99,543644,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MODISONLTD,MODISON LIMITED,1478.75,506261,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RHETAN,Rhetan TMT Limited,1483.78,543590,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CEINSYS,Ceinsys Tech Limited,1485.63,538734,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MTNL,Mahanagar Telephone Nigam Limited,1488.06,500108,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDOBORAX,Indo Borax & Chemicals Limited,1490.42,524342,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GNRL,Gujarat Natural Resources Limited,1491.53,513536,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MANALIPETC,Manali Petrochemicals Limited,1492.09,500268,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BLIL,Balmer Lawrie Investments Limited,1493.65,532485,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MMWL,Media Matrix Worldwide Limited,1494.09,512267,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHALBY,Shalby Limited,1496.48,540797,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GPTINFRA,GPT Infraprojects Limited,1496.79,533761,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,1497.56,507789,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DLINKINDIA,D-Link (India) Limited,1511.62,533146,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BGDL,Bharat Global Developers Ltd,1519.91,521238,extended_micro,BSE,BSE Main Board+BSE SME
TTKHLTCARE,TTK Healthcare Limited,1520.28,507747,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
YUKEN,Yuken India Limited,1520.8,522108,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HITECH,Hi-Tech Pipes Limited,1520.87,543411,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASIANTILES,Asian Granito India Limited,1520.92,532888,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MIIL,Meghna Infracon Infrastructure Limited,1525.22,538668,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SUMMITSEC,Summit Securities Limited,1529.52,533306,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARDEE,Ardee Industries Limited,1534.4,544860,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GCSL,Gretex Corporate Services Limited,1534.96,543324,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARFIN,Arfin India Limited,1537.57,539151,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUBYMILLS,The Ruby Mills Limited,1541.25,503169,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RIR,RIR Power Electronics Limited,1546.49,517035,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASIANHOTNR,Asian Hotels (North) Limited,1552.92,500023,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IPL,India Pesticides Limited,1553.56,543311,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DOLLAR,Dollar Industries Limited,1561.11,541403,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SESHAPAPER,Seshasayee Paper and Boards Limited,1561.88,502450,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SURYODAY,Suryoday Small Finance Bank Limited,1562.46,543279,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KOTIC,Kothari Industrial Corporation Limited,1563.62,509732,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NITTAGELA,Nitta Gelatin India Limited,1567.15,506532,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BHAGERIA,Bhageria Industries Limited,1574.03,530803,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KPEL,K.P. Energy Limited,1574.27,539686,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ONEPOINT,One Point One Solutions Limited,1578.67,544748,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MOL,Meghmani Organics Limited,1580.05,543331,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASTEC,Astec LifeSciences Limited,1603.81,533138,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VOEPL,Virtuoso Optoelectronics Limited,1612.49,543597,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GOCOLORS,Go Fashion (India) Limited,1614.17,543401,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PNGSREVA,PNGS Reva Diamond Jewellery Limited,1621.37,544718,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PVP,PVP Ventures Limited,1623.62,517556,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
YATRA,Yatra Online Limited,1628.01,543992,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SPANDANA,Spandana Sphoorty Financial Limited,1631.46,542759,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IKIO,IKIO Technologies Limited,1636.42,543923,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GOODYEAR,Goodyear India Limited,1638.41,500168,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GARUDA,Garuda Construction and Engineering Limited,1643.12,544271,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALLCARGO,Allcargo Logistics Limited,1646.06,532749,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MOBIKWIK,One Mobikwik Systems Limited,1646.6,544305,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DELTACORP,Delta Corp Limited,1647.6,532848,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CAPACITE,Capacit'e Infraprojects Limited,1651.05,540710,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RSL,Rajputana Stainless Limited,1655.89,544731,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,1656.17,539334,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KROSS,Kross Limited,1657.89,544253,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DIFFNKG,Diffusion Engineers Limited,1662.29,544264,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAICORPLTD,Jai Corp Limited,1667.47,512237,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VALIANT,Valiant Communications Ltd,1669.34,526775,extended_micro,BSE,BSE Main Board+BSE SME
JINDRILL,Jindal Drilling And Industries Limited,1670.76,511034,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ACCELYA,Accelya Solutions India Limited,1672.19,532268,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BFINVEST,BF Investment Limited,1672.44,533303,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AURUM,Aurum PropTech Limited,1677.75,539289,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TITANBIO,Titan Biotech Ltd,1684.76,524717,extended_micro,BSE,BSE Main Board+BSE SME
NGLFINE,NGL Fine-Chem Limited,1686.91,524774,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AYMSYNTEX,AYM Syntex Limited,1690.15,508933,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STUDDS,Studds Accessories Limited,1695.15,544599,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SMCGLOBAL,SMC Global Securities Limited,1703.89,543263,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GRANDOAK,Grand Oak Canyons Distillery Limited,1706.09,523862,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GRMOVER,GRM Overseas Limited,1707.41,531449,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDOKEM,Indokem Limited,1708.43,504092,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CNL,Creative Newtech Limited,1710.77,544631,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PFS,PTC India Financial Services Limited,1713.61,533344,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDIAGLYCO,India Glycols Limited,1718.23,500201,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MENONBE,Menon Bearings Limited,1720.15,523828,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DISAQ,Disa India Limited,1725.15,500068,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WENDT,Wendt (India) Limited,1728.67,505412,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EPACK,EPACK Durable Limited,1731.54,544095,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TECHNOCRAF,Technocraft Ventures Limited,1733.96,544864,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RGL,Renaissance Global Limited,1735.65,532923,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RICOAUTO,Rico Auto Industries Limited,1735.71,520008,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PAUSHAKLTD,Paushak Limited,1736.34,532742,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INSECTICID,Insecticides (India) Limited,1737.43,532851,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VIDHIING,Vidhi Specialty Food Ingredients Limited,1747.83,531717,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NDRAUTO,Ndr Auto Components Limited,1748.22,543214,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HGS,Hinduja Global Solutions Limited,1756.61,532859,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DEEPA,Deepa Jewellers Limited,1759.56,544903,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BLUECLOUDS,Blue Cloud Softech Solutions Limited,1762.16,539607,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HATHWAY,Hathway Cable & Datacom Limited,1766.56,533162,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
IGPL,IG Petrochemicals Limited,1774.71,500199,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SCILAL,Shipping Corporation of India Land and Assets Limited,1782.15,544142,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TAALTECH,Taal Tech Limited,1783.76,539956,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
XTRANET,Xtranet Technologies Limited,1787.13,544838,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LAOPALA,La Opala RG Limited,1793.76,526947,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NUCLEUS,Nucleus Software Exports Limited,1800.65,531209,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KRSNAA,Krsnaa Diagnostics Limited,1801.0,543328,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DCXINDIA,DCX Systems Limited,1806.13,543650,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TARSONS,Tarsons Products Limited,1809.01,543399,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VIDYAWIRES,Vidya Wires Limited,1817.88,544633,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KHAZANCHI,Khazanchi Jewellers Ltd,1818.9,543953,extended_micro,BSE,BSE Main Board+BSE SME
EIHAHOTELS,EIH Associated Hotels Limited,1820.78,523127,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SURAKSHA,Suraksha Diagnostic Limited,1821.0,544293,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HPL,HPL Electric & Power Limited,1822.28,540136,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KSSMART,KS Smart Technologies Ltd,1823.64,516038,extended_micro,BSE,BSE Main Board+BSE SME
BLUSPRING,Bluspring Enterprises Limited,1823.93,544414,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SKYWAYS,Skyways Air Services Limited,1833.51,544890,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAKSOFT,Saksoft Limited,1833.75,590051,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HUHTAMAKI,Huhtamaki India Limited,1837.83,509820,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OAL,Oriental Aromatics Limited,1839.84,500078,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BHARATRAS,Bharat Rasayan Limited,1854.99,590021,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TINNARUBR,Tinna Rubber and Infrastructure Limited,1855.44,530475,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TCIEXP,TCI Express Limited,1858.78,540212,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HESTERBIO,Hester Biosciences Limited,1859.94,524669,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SYNCOMF,Syncom Formulations (India) Limited,1861.2,524470,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GENESYS,Genesys International Corporation Limited,1862.85,506109,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BLEL,Behari Lal Engineering Limited,1864.06,544870,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KETOMOTORS,Keto Motors Ltd,1876.73,537392,extended_micro,BSE,BSE Main Board+BSE SME
MSPL,MSP Steel & Power Limited,1881.2,532650,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHK,S H Kelkar and Company Limited,1883.21,539450,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TIRUMALCHM,Thirumalai Chemicals Limited,1890.87,500412,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ZELIO,Zelio E Mobility Ltd,1893.35,544563,extended_micro,BSE,BSE Main Board+BSE SME
CAMLINFINE,Camlin Fine Sciences Limited,1895.03,532834,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MAHASTEEL,Mahamaya Steel Industries Limited,1907.62,513554,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INDIANHUME,Indian Hume Pipe Company Limited,1911.82,504741,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BGRENERGY,BGR Energy Systems Limited,1927.8,532930,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AWFIS,Awfis Space Solutions Limited,1942.58,544181,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AAYUSHBULL,Aayush Art And Bullion Ltd,1945.64,540718,extended_micro,BSE,BSE Main Board+BSE SME
MUKANDLTD,Mukand Limited,1946.36,500460,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HONDAPOWER,Honda India Power Products Limited,1946.88,522064,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BCG,Brightcom Group Limited,1953.35,532368,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIMPLEXINF,Simplex Infrastructures Limited,1982.92,523838,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BAJEL,Bajel Projects Limited,1985.36,544042,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHANTIGOLD,Shanti Gold International Limited,1987.17,544459,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAGCEM,Sagar Cements Limited,1993.94,502090,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GHVINFRA,GHV Infra Projects Ltd,2000.08,505504,extended_micro,BSE,BSE Main Board+BSE SME
BFUTILITIE,BF Utilities Limited,2000.72,532430,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PARACABLES,Paramount Communications Limited,2000.74,530555,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RELINFRA,Reliance Infrastructure Limited,2001.07,500390,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BNAGROCHEM,BN Agrochem Limited,2004.35,526125,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHRINGARMS,Shringar House of Mangalsutra Limited,2006.27,544512,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INA,Insolation Energy Limited,2007.19,543620,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CANTABIL,Cantabil Retail India Limited,2013.59,533267,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMSLIMITED,EMS Limited,2020.77,543983,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GREENPANEL,Greenpanel Industries Limited,2025.19,542857,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RACLGEAR,RACL Geartech Limited,2027.73,520073,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ESAFSFB,ESAF Small Finance Bank Limited,2029.85,544020,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SILVERTUC,Silver Touch Technologies Limited,2035.93,543525,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TEAMLEASE,Teamlease Services Limited,2043.21,539658,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MOTISONS,Motisons Jewellers Limited,2045.24,544053,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KCP,KCP Limited,2050.49,590066,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALGOQUANT,Algoquant Fintech Limited,2051.16,505725,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARMANFIN,Arman Financial Services Limited,2052.32,531179,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TAJGVK,Taj GVK Hotels & Resorts Limited,2062.57,532390,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LANDMARK,Landmark Cars Limited,2077.18,543714,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,2083.98,544743,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMAXE,Omaxe Limited,2084.15,532880,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TIL,TIL Limited,2088.28,505196,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAJESHEXPO,Rajesh Exports Limited,2088.37,531500,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SELECTRIC,Schneider Electric President Systems Ltd,2095.03,544786,extended_micro,BSE,BSE Main Board+BSE SME
NIBE,NIBE Limited,2095.91,535136,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMCOSYS,Ramco Systems Limited,2127.22,532370,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VENUSREM,Venus Remedies Limited,2130.63,526953,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BRIGHOTEL,Brigade Hotel Ventures Limited,2138.89,544457,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRAKASH,Prakash Industries Limited,2139.13,506022,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
QUADFUTURE,Quadrant Future Tek Limited,2139.2,544336,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MOLDTKPAC,Mold-Tek Packaging Limited,2142.6,533080,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KICL,Kalyani Investment Company Limited,2143.91,533302,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NITCO,Nitco Limited,2147.05,532722,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ELCIDIN,EL CID Investments Limited,2150.0,503681,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FISCHER,Fischer Medical Ventures Limited,2151.39,524743,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GMBREW,GM Breweries Limited,2163.38,507488,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MARSONS,Marsons Limited,2195.14,517467,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ADVAIT,Advait Energy Transitions Limited,2196.21,543230,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMKY,Ramky Infrastructure Limited,2198.41,533262,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
STLNETWORK,STL Networks Limited,2199.42,544395,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MILLWORKS,Millworks Technologies Ltd,2207.39,544826,extended_micro,BSE,BSE Main Board+BSE SME
JISLJALEQS,Jain Irrigation Systems Limited,2210.29,500219,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VERANDA,Veranda Learning Solutions Limited,2213.18,543514,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MOBAVENUE,Mobavenue AI Tech Ltd,2215.35,539682,extended_micro,BSE,BSE Main Board+BSE SME
DYCL,Dynamic Cables Limited,2217.71,540795,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MODINSU,Modern Insulators Ltd,2219.06,515008,extended_micro,BSE,BSE Main Board+BSE SME
FREDUN,Fredun Pharmaceuticals Limited,2228.59,539730,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CFF,CFF Fluid Control Ltd,2228.92,543920,extended_micro,BSE,BSE Main Board+BSE SME
KNACK,Knack Packaging Limited,2235.0,544814,extended_micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
